Tipo de jornada;Comunidades y Ciudades Autonómas;Decil;Periodo;Total;Total_num
Total;02 Aragón;7;2019;2.049,77  ;2049.77
Total;02 Aragón;7;2018;2.012,40  ;2012.4
Total;02 Aragón;7;2017;1.955,28  ;1955.28
Total;02 Aragón;7;2016;1.978,83  ;1978.83
Total;02 Aragón;7;2015;1.974,81  ;1974.81
Total;02 Aragón;7;2014;1.992,95  ;1992.95
Total;02 Aragón;7;2013;1.979,30  ;1979.3
Total;02 Aragón;7;2012;1.928,08  ;1928.08
Total;02 Aragón;7;2011;1.921,06  ;1921.06
Total;02 Aragón;7;2010;1.905,37  ;1905.37
Total;02 Aragón;7;2009;1.859,63  ;1859.63
Total;02 Aragón;7;2008;1.798,44  ;1798.44
Total;02 Aragón;7;2007;1.701,68  ;1701.68
Total;02 Aragón;7;2006;1.624,70  ;1624.7
Total;02 Aragón;8;2022;2.604,30  ;2604.3
Total;02 Aragón;8;2021;2.559,91  ;2559.91
Total;02 Aragón;8;2020;2.528,33  ;2528.33
Total;02 Aragón;8;2019;2.468,39  ;2468.39
Total;02 Aragón;8;2018;2.412,44  ;2412.44
Total;02 Aragón;8;2017;2.380,71  ;2380.71
Total;02 Aragón;8;2016;2.354,21  ;2354.21
Total;02 Aragón;8;2015;2.352,92  ;2352.92
Total;02 Aragón;8;2014;2.396,24  ;2396.24
Total;02 Aragón;8;2013;2.365,80  ;2365.8
Total;02 Aragón;8;2012;2.300,99  ;2300.99
Total;02 Aragón;8;2011;2.293,77  ;2293.77
Total;02 Aragón;8;2010;2.283,85  ;2283.85
Total;02 Aragón;8;2009;2.220,67  ;2220.67
Total;02 Aragón;8;2008;2.127,07  ;2127.07
Total;02 Aragón;8;2007;2.051,02  ;2051.02
Total;02 Aragón;8;2006;1.968,55  ;1968.55
Total;02 Aragón;9;2022;3.169,12  ;3169.12
Total;02 Aragón;9;2021;3.167,14  ;3167.14
Total;02 Aragón;9;2020;3.138,61  ;3138.61
Total;02 Aragón;9;2019;2.997,01  ;2997.01
Total;02 Aragón;9;2018;2.981,99  ;2981.99
Total;02 Aragón;9;2017;2.952,25  ;2952.25
Total;02 Aragón;9;2016;2.896,88  ;2896.88
Total;02 Aragón;9;2015;2.964,46  ;2964.46
Total;02 Aragón;9;2014;2.931,32  ;2931.32
Total;02 Aragón;9;2013;2.910,23  ;2910.23
Total;02 Aragón;9;2012;2.861,49  ;2861.49
Total;02 Aragón;9;2011;2.853,83  ;2853.83
Total;02 Aragón;9;2010;2.843,01  ;2843.01
Total;02 Aragón;9;2009;2.810,36  ;2810.36
Total;02 Aragón;9;2008;2.648,00  ;2648,00
Total;02 Aragón;9;2007;2.565,95  ;2565.95
Total;02 Aragón;9;2006;2.432,48  ;2432.48
Total;02 Aragón;10;2022;4.933,23  ;4933.23
Total;02 Aragón;10;2021;5.139,82  ;5139.82
Total;02 Aragón;10;2020;5.054,77  ;5054.77
Total;02 Aragón;10;2019;4.483,23  ;4483.23
Total;02 Aragón;10;2018;4.736,25  ;4736.25
Total;02 Aragón;10;2017;4.640,09  ;4640.09
Total;02 Aragón;10;2016;4.480,04  ;4480.04
Total;02 Aragón;10;2015;4.613,84  ;4613.84
Total;02 Aragón;10;2014;4.579,36  ;4579.36
Total;02 Aragón;10;2013;4.492,60  ;4492.6
Total;02 Aragón;10;2012;4.415,53  ;4415.53
Total;02 Aragón;10;2011;4.512,25  ;4512.25
Total;02 Aragón;10;2010;4.466,43  ;4466.43
Total;02 Aragón;10;2009;4.359,95  ;4359.95
Total;02 Aragón;10;2008;4.355,36  ;4355.36
Total;02 Aragón;10;2007;3.667,06  ;3667.06
Total;02 Aragón;10;2006;3.545,07  ;3545.07
Total;03 Asturias, Principado de;Total decil;2022;2.115,30  ;2115.3
Total;03 Asturias, Principado de;Total decil;2021;2.079,31  ;2079.31
Total;03 Asturias, Principado de;Total decil;2020;2.161,47  ;2161.47
Total;03 Asturias, Principado de;Total decil;2019;2.078,32  ;2078.32
Total;03 Asturias, Principado de;Total decil;2018;1.977,08  ;1977.08
Total;03 Asturias, Principado de;Total decil;2017;1.958,28  ;1958.28
Total;03 Asturias, Principado de;Total decil;2016;1.957,31  ;1957.31
Total;03 Asturias, Principado de;Total decil;2015;1.957,25  ;1957.25
Total;03 Asturias, Principado de;Total decil;2014;1.907,82  ;1907.82
Total;03 Asturias, Principado de;Total decil;2013;1.956,60  ;1956.6
Total;03 Asturias, Principado de;Total decil;2012;1.908,29  ;1908.29
Total;03 Asturias, Principado de;Total decil;2011;1.914,63  ;1914.63
Total;03 Asturias, Principado de;Total decil;2010;1.897,29  ;1897.29
Total;03 Asturias, Principado de;Total decil;2009;1.842,01  ;1842.01
Total;03 Asturias, Principado de;Total decil;2008;1.747,84  ;1747.84
Total;03 Asturias, Principado de;Total decil;2007;1.715,22  ;1715.22
Total;03 Asturias, Principado de;Total decil;2006;1.578,34  ;1578.34
Total;03 Asturias, Principado de;1;2022;664,79  ;664.79
Total;03 Asturias, Principado de;1;2021;540,25  ;540.25
Total;03 Asturias, Principado de;1;2020;494,06  ;494.06
Total;03 Asturias, Principado de;1;2019;559,49  ;559.49
Total;03 Asturias, Principado de;1;2018;492,57  ;492.57
Total;03 Asturias, Principado de;1;2017;483,11  ;483.11
Total;03 Asturias, Principado de;1;2016;472,12  ;472.12
Total;03 Asturias, Principado de;1;2015;426,84  ;426.84
Total;03 Asturias, Principado de;1;2014;370,30  ;370.3
Total;03 Asturias, Principado de;1;2013;390,06  ;390.06
Total;03 Asturias, Principado de;1;2012;403,72  ;403.72
Total;03 Asturias, Principado de;1;2011;450,43  ;450.43
Total;03 Asturias, Principado de;1;2010;514,57  ;514.57
Total;03 Asturias, Principado de;1;2009;491,10  ;491.1
Total;03 Asturias, Principado de;1;2008;504,35  ;504.35
Total;03 Asturias, Principado de;1;2007;483,79  ;483.79
Total;03 Asturias, Principado de;1;2006;445,99  ;445.99
Total;03 Asturias, Principado de;2;2022;1.136,19  ;1136.19
Total;03 Asturias, Principado de;2;2021;1.042,38  ;1042.38
Total;03 Asturias, Principado de;2;2020;1.022,10  ;1022.1
Total;03 Asturias, Principado de;2;2019;980,27  ;980.27
Total;03 Asturias, Principado de;2;2018;912,05  ;912.05
Total;03 Asturias, Principado de;2;2017;841,86  ;841.86
Total;03 Asturias, Principado de;2;2016;851,52  ;851.52
Total;03 Asturias, Principado de;2;2015;837,29  ;837.29
Total;03 Asturias, Principado de;2;2014;797,34  ;797.34
Total;03 Asturias, Principado de;2;2013;794,71  ;794.71
Total;03 Asturias, Principado de;2;2012;841,24  ;841.24
Total;03 Asturias, Principado de;2;2011;859,72  ;859.72
Total;03 Asturias, Principado de;2;2010;903,47  ;903.47
Total;03 Asturias, Principado de;2;2009;889,20  ;889.2
Total;03 Asturias, Principado de;2;2008;899,18  ;899.18
Total;03 Asturias, Principado de;2;2007;858,12  ;858.12
Total;03 Asturias, Principado de;2;2006;796,10  ;796.1
Total;03 Asturias, Principado de;3;2022;1.348,25  ;1348.25
Total;03 Asturias, Principado de;3;2021;1.254,56  ;1254.56
Total;03 Asturias, Principado de;3;2020;1.242,68  ;1242.68
Total;03 Asturias, Principado de;3;2019;1.225,37  ;1225.37
Total;03 Asturias, Principado de;3;2018;1.151,35  ;1151.35
Total;03 Asturias, Principado de;3;2017;1.119,27  ;1119.27
Total;03 Asturias, Principado de;3;2016;1.126,75  ;1126.75
Total;03 Asturias, Principado de;3;2015;1.088,78  ;1088.78
Total;03 Asturias, Principado de;3;2014;1.088,06  ;1088.06
Total;03 Asturias, Principado de;3;2013;1.099,00  ;1099,00
Total;03 Asturias, Principado de;3;2012;1.129,12  ;1129.12
Total;03 Asturias, Principado de;3;2011;1.123,84  ;1123.84
Total;03 Asturias, Principado de;3;2010;1.147,42  ;1147.42
Total;03 Asturias, Principado de;3;2009;1.119,02  ;1119.02
Total;03 Asturias, Principado de;3;2008;1.116,35  ;1116.35
Total;03 Asturias, Principado de;3;2007;1.059,34  ;1059.34
Total;03 Asturias, Principado de;3;2006;1.013,78  ;1013.78
Total;03 Asturias, Principado de;4;2022;1.527,52  ;1527.52
Total;03 Asturias, Principado de;4;2021;1.459,16  ;1459.16
Total;03 Asturias, Principado de;4;2020;1.430,43  ;1430.43
Total;03 Asturias, Principado de;4;2019;1.412,78  ;1412.78
Total;03 Asturias, Principado de;4;2018;1.349,59  ;1349.59
Total;03 Asturias, Principado de;4;2017;1.315,18  ;1315.18
Total;03 Asturias, Principado de;4;2016;1.320,21  ;1320.21
Total;03 Asturias, Principado de;4;2015;1.301,91  ;1301.91
Total;03 Asturias, Principado de;4;2014;1.312,80  ;1312.8
Total;03 Asturias, Principado de;4;2013;1.315,92  ;1315.92
Total;03 Asturias, Principado de;4;2012;1.333,94  ;1333.94
Total;03 Asturias, Principado de;4;2011;1.322,91  ;1322.91
Total;03 Asturias, Principado de;4;2010;1.314,09  ;1314.09
Total;03 Asturias, Principado de;4;2009;1.284,34  ;1284.34
Total;03 Asturias, Principado de;4;2008;1.260,26  ;1260.26
Total;03 Asturias, Principado de;4;2007;1.192,59  ;1192.59
Total;03 Asturias, Principado de;4;2006;1.138,57  ;1138.57
Total;03 Asturias, Principado de;5;2022;1.714,18  ;1714.18
Total;03 Asturias, Principado de;5;2021;1.673,23  ;1673.23
Total;03 Asturias, Principado de;5;2020;1.613,11  ;1613.11
Total;03 Asturias, Principado de;5;2019;1.589,02  ;1589.02
Total;03 Asturias, Principado de;5;2018;1.552,32  ;1552.32
Total;03 Asturias, Principado de;5;2017;1.502,66  ;1502.66
Total;03 Asturias, Principado de;5;2016;1.503,53  ;1503.53
Total;03 Asturias, Principado de;5;2015;1.494,33  ;1494.33
Total;03 Asturias, Principado de;5;2014;1.506,12  ;1506.12
Total;03 Asturias, Principado de;5;2013;1.505,25  ;1505.25
Total;03 Asturias, Principado de;5;2012;1.507,19  ;1507.19
Total;03 Asturias, Principado de;5;2011;1.483,63  ;1483.63
Total;03 Asturias, Principado de;5;2010;1.478,72  ;1478.72
Total;03 Asturias, Principado de;5;2009;1.454,14  ;1454.14
Total;03 Asturias, Principado de;5;2008;1.414,65  ;1414.65
Total;03 Asturias, Principado de;5;2007;1.342,47  ;1342.47
Total;03 Asturias, Principado de;5;2006;1.268,23  ;1268.23
Total;03 Asturias, Principado de;6;2022;1.932,35  ;1932.35
Total;03 Asturias, Principado de;6;2021;1.871,60  ;1871.6
Total;03 Asturias, Principado de;6;2020;1.828,37  ;1828.37
Total;03 Asturias, Principado de;6;2019;1.792,45  ;1792.45
Total;03 Asturias, Principado de;6;2018;1.740,41  ;1740.41
Total;03 Asturias, Principado de;6;2017;1.698,93  ;1698.93
Total;03 Asturias, Principado de;6;2016;1.699,04  ;1699.04
Total;03 Asturias, Principado de;6;2015;1.716,95  ;1716.95
Total;03 Asturias, Principado de;6;2014;1.721,65  ;1721.65
Total;03 Asturias, Principado de;6;2013;1.728,65  ;1728.65
Total;03 Asturias, Principado de;6;2012;1.672,60  ;1672.6
Total;03 Asturias, Principado de;6;2011;1.676,49  ;1676.49
Total;03 Asturias, Principado de;6;2010;1.667,80  ;1667.8
Total;03 Asturias, Principado de;6;2009;1.629,72  ;1629.72
Total;03 Asturias, Principado de;6;2008;1.581,13  ;1581.13
Total;03 Asturias, Principado de;6;2007;1.481,66  ;1481.66
Total;03 Asturias, Principado de;6;2006;1.423,25  ;1423.25
Total;03 Asturias, Principado de;7;2022;2.209,98  ;2209.98
Total;03 Asturias, Principado de;7;2021;2.156,70  ;2156.7
Total;03 Asturias, Principado de;7;2020;2.099,80  ;2099.8
Total;03 Asturias, Principado de;7;2019;2.068,43  ;2068.43
Total;03 Asturias, Principado de;7;2018;2.021,34  ;2021.34
Total;03 Asturias, Principado de;7;2017;1.971,38  ;1971.38
Total;03 Asturias, Principado de;7;2016;1.978,49  ;1978.49
Total;03 Asturias, Principado de;7;2015;1.962,79  ;1962.79
Total;03 Asturias, Principado de;7;2014;2.008,58  ;2008.58
Total;03 Asturias, Principado de;7;2013;1.957,93  ;1957.93
Total;03 Asturias, Principado de;7;2012;1.947,65  ;1947.65
Total;03 Asturias, Principado de;7;2011;1.933,00  ;1933,00
Total;03 Asturias, Principado de;7;2010;1.925,45  ;1925.45
Total;03 Asturias, Principado de;7;2009;1.861,77  ;1861.77
Total;03 Asturias, Principado de;7;2008;1.799,33  ;1799.33
Total;03 Asturias, Principado de;7;2007;1.701,45  ;1701.45
Total;03 Asturias, Principado de;7;2006;1.634,88  ;1634.88
Total;03 Asturias, Principado de;8;2022;2.609,53  ;2609.53
Total;03 Asturias, Principado de;8;2021;2.559,89  ;2559.89
Total;03 Asturias, Principado de;8;2020;2.539,51  ;2539.51
Total;03 Asturias, Principado de;8;2019;2.451,26  ;2451.26
Total;03 Asturias, Principado de;8;2018;2.433,47  ;2433.47
Total;03 Asturias, Principado de;8;2017;2.370,51  ;2370.51
Total;03 Asturias, Principado de;8;2016;2.353,77  ;2353.77
Total;03 Asturias, Principado de;8;2015;2.357,46  ;2357.46
Total;03 Asturias, Principado de;8;2014;2.373,85  ;2373.85
Total;03 Asturias, Principado de;8;2013;2.368,56  ;2368.56
Total;03 Asturias, Principado de;8;2012;2.299,88  ;2299.88
Total;03 Asturias, Principado de;8;2011;2.278,57  ;2278.57
Total;03 Asturias, Principado de;8;2010;2.286,39  ;2286.39
Total;03 Asturias, Principado de;8;2009;2.209,18  ;2209.18
Total;03 Asturias, Principado de;8;2008;2.132,10  ;2132.1
Total;03 Asturias, Principado de;8;2007;2.018,64  ;2018.64
Total;03 Asturias, Principado de;8;2006;1.950,77  ;1950.77
Total;03 Asturias, Principado de;9;2022;3.165,07  ;3165.07
Total;03 Asturias, Principado de;9;2021;3.188,22  ;3188.22
Total;03 Asturias, Principado de;9;2020;3.140,01  ;3140.01
Total;03 Asturias, Principado de;9;2019;3.038,20  ;3038.2
Total;03 Asturias, Principado de;9;2018;2.996,27  ;2996.27
Total;03 Asturias, Principado de;9;2017;2.946,58  ;2946.58
Total;03 Asturias, Principado de;9;2016;2.919,28  ;2919.28
Total;03 Asturias, Principado de;9;2015;2.932,06  ;2932.06
Total;03 Asturias, Principado de;9;2014;2.939,52  ;2939.52
Total;03 Asturias, Principado de;9;2013;2.952,33  ;2952.33
Total;03 Asturias, Principado de;9;2012;2.863,67  ;2863.67
Total;03 Asturias, Principado de;9;2011;2.867,34  ;2867.34
Total;03 Asturias, Principado de;9;2010;2.807,88  ;2807.88
Total;03 Asturias, Principado de;9;2009;2.807,46  ;2807.46
Total;03 Asturias, Principado de;9;2008;2.691,73  ;2691.73
Total;03 Asturias, Principado de;9;2007;2.595,17  ;2595.17
Total;03 Asturias, Principado de;9;2006;2.474,99  ;2474.99
Total;03 Asturias, Principado de;10;2022;5.182,18  ;5182.18
Total;03 Asturias, Principado de;10;2021;4.769,24  ;4769.24
Total;03 Asturias, Principado de;10;2020;4.946,76  ;4946.76
Total;03 Asturias, Principado de;10;2019;4.497,33  ;4497.33
Total;03 Asturias, Principado de;10;2018;4.679,37  ;4679.37
Total;03 Asturias, Principado de;10;2017;4.681,74  ;4681.74
Total;03 Asturias, Principado de;10;2016;4.488,13  ;4488.13
Total;03 Asturias, Principado de;10;2015;4.348,78  ;4348.78
Total;03 Asturias, Principado de;10;2014;4.474,02  ;4474.02
Total;03 Asturias, Principado de;10;2013;4.388,60  ;4388.6
Total;03 Asturias, Principado de;10;2012;4.237,12  ;4237.12
Total;03 Asturias, Principado de;10;2011;4.385,81  ;4385.81
Total;03 Asturias, Principado de;10;2010;4.407,98  ;4407.98
Total;03 Asturias, Principado de;10;2009;4.195,40  ;4195.4
Total;03 Asturias, Principado de;10;2008;4.132,25  ;4132.25
Total;03 Asturias, Principado de;10;2007;3.588,22  ;3588.22
Total;03 Asturias, Principado de;10;2006;3.550,83  ;3550.83
Total;04 Balears, Illes;Total decil;2022;2.311,67  ;2311.67
Total;04 Balears, Illes;Total decil;2021;2.073,06  ;2073.06
Total;04 Balears, Illes;Total decil;2020;1.844,85  ;1844.85
Total;04 Balears, Illes;Total decil;2019;1.940,23  ;1940.23
Total;04 Balears, Illes;Total decil;2018;1.862,60  ;1862.6
Total;04 Balears, Illes;Total decil;2017;1.797,30  ;1797.3
Total;04 Balears, Illes;Total decil;2016;1.749,27  ;1749.27
Total;04 Balears, Illes;Total decil;2015;1.747,20  ;1747.2
Total;04 Balears, Illes;Total decil;2014;1.707,51  ;1707.51
Total;04 Balears, Illes;Total decil;2013;1.761,06  ;1761.06
Total;04 Balears, Illes;Total decil;2012;1.681,24  ;1681.24
Total;04 Balears, Illes;Total decil;2011;1.733,95  ;1733.95
Total;04 Balears, Illes;Total decil;2010;1.724,84  ;1724.84
Total;04 Balears, Illes;Total decil;2009;1.720,52  ;1720.52
Total;04 Balears, Illes;Total decil;2008;1.617,04  ;1617.04
Total;04 Balears, Illes;Total decil;2007;1.615,72  ;1615.72
Total;04 Balears, Illes;Total decil;2006;1.448,02  ;1448.02
Total;04 Balears, Illes;1;2022;626,60  ;626.6
Total;04 Balears, Illes;1;2021;552,07  ;552.07
Total;04 Balears, Illes;1;2020;479,58  ;479.58
Total;04 Balears, Illes;1;2019;504,03  ;504.03
Total;04 Balears, Illes;1;2018;452,61  ;452.61
Total;04 Balears, Illes;1;2017;479,41  ;479.41
Total;04 Balears, Illes;1;2016;481,15  ;481.15
Total;04 Balears, Illes;1;2015;387,57  ;387.57
Total;04 Balears, Illes;1;2014;353,14  ;353.14
Total;04 Balears, Illes;1;2013;407,11  ;407.11
Total;04 Balears, Illes;1;2012;417,48  ;417.48
Total;04 Balears, Illes;1;2011;448,30  ;448.3
Total;04 Balears, Illes;1;2010;471,69  ;471.69
Total;04 Balears, Illes;1;2009;516,41  ;516.41
Total;04 Balears, Illes;1;2008;494,90  ;494.9
Total;04 Balears, Illes;1;2007;489,60  ;489.6
Total;04 Balears, Illes;1;2006;487,33  ;487.33
Total;04 Balears, Illes;2;2022;1.128,19  ;1128.19
Total;04 Balears, Illes;2;2021;1.021,63  ;1021.63
Total;04 Balears, Illes;2;2020;1.022,00  ;1022,00
Total;04 Balears, Illes;2;2019;998,97  ;998.97
Total;04 Balears, Illes;2;2018;911,54  ;911.54
Total;04 Balears, Illes;2;2017;846,08  ;846.08
Total;04 Balears, Illes;2;2016;849,48  ;849.48
Total;04 Balears, Illes;2;2015;829,90  ;829.9
Total;04 Balears, Illes;2;2014;813,25  ;813.25
Total;04 Balears, Illes;2;2013;794,91  ;794.91
Total;04 Balears, Illes;2;2012;820,35  ;820.35
Total;04 Balears, Illes;2;2011;864,52  ;864.52
Total;04 Balears, Illes;2;2010;874,19  ;874.19
Total;04 Balears, Illes;2;2009;866,48  ;866.48
Total;04 Balears, Illes;2;2008;894,66  ;894.66
Total;04 Balears, Illes;2;2007;833,70  ;833.7
Total;04 Balears, Illes;2;2006;792,87  ;792.87
Total;04 Balears, Illes;3;2022;1.328,49  ;1328.49
Total;04 Balears, Illes;3;2021;1.277,46  ;1277.46
Total;04 Balears, Illes;3;2020;1.242,27  ;1242.27
Total;04 Balears, Illes;3;2019;1.237,75  ;1237.75
Total;04 Balears, Illes;3;2018;1.174,43  ;1174.43
Total;04 Balears, Illes;3;2017;1.116,54  ;1116.54
Total;04 Balears, Illes;3;2016;1.132,50  ;1132.5
Total;04 Balears, Illes;3;2015;1.113,66  ;1113.66
Total;04 Balears, Illes;3;2014;1.107,61  ;1107.61
Total;04 Balears, Illes;3;2013;1.112,47  ;1112.47
Total;04 Balears, Illes;3;2012;1.115,44  ;1115.44
Total;04 Balears, Illes;3;2011;1.150,11  ;1150.11
Total;04 Balears, Illes;3;2010;1.153,87  ;1153.87
Total;04 Balears, Illes;3;2009;1.129,94  ;1129.94
Total;04 Balears, Illes;3;2008;1.116,23  ;1116.23
Total;04 Balears, Illes;3;2007;1.070,45  ;1070.45
Total;04 Balears, Illes;3;2006;1.009,30  ;1009.3
Total;04 Balears, Illes;4;2022;1.527,08  ;1527.08
Total;04 Balears, Illes;4;2021;1.455,29  ;1455.29
Total;04 Balears, Illes;4;2020;1.432,95  ;1432.95
Total;04 Balears, Illes;4;2019;1.422,71  ;1422.71
Total;04 Balears, Illes;4;2018;1.355,68  ;1355.68
Total;04 Balears, Illes;4;2017;1.321,62  ;1321.62
Total;04 Balears, Illes;4;2016;1.334,13  ;1334.13
Total;04 Balears, Illes;4;2015;1.301,78  ;1301.78
Total;04 Balears, Illes;4;2014;1.330,42  ;1330.42
Total;04 Balears, Illes;4;2013;1.315,37  ;1315.37
Total;04 Balears, Illes;4;2012;1.327,96  ;1327.96
Total;04 Balears, Illes;4;2011;1.308,70  ;1308.7
Total;04 Balears, Illes;4;2010;1.323,07  ;1323.07
Total;04 Balears, Illes;4;2009;1.297,58  ;1297.58
Total;04 Balears, Illes;4;2008;1.270,88  ;1270.88
Total;04 Balears, Illes;4;2007;1.205,95  ;1205.95
Total;04 Balears, Illes;4;2006;1.142,30  ;1142.3
Total;04 Balears, Illes;5;2022;1.723,57  ;1723.57
Total;04 Balears, Illes;5;2021;1.662,78  ;1662.78
Total;04 Balears, Illes;5;2020;1.604,73  ;1604.73
Total;04 Balears, Illes;5;2019;1.605,39  ;1605.39
Total;04 Balears, Illes;5;2018;1.559,08  ;1559.08
Total;04 Balears, Illes;5;2017;1.498,84  ;1498.84
Total;04 Balears, Illes;5;2016;1.503,20  ;1503.2
Total;04 Balears, Illes;5;2015;1.497,25  ;1497.25
Total;04 Balears, Illes;5;2014;1.502,25  ;1502.25
Total;04 Balears, Illes;5;2013;1.501,18  ;1501.18
Total;04 Balears, Illes;5;2012;1.482,04  ;1482.04
Total;04 Balears, Illes;5;2011;1.475,42  ;1475.42
Total;04 Balears, Illes;5;2010;1.472,07  ;1472.07
Total;04 Balears, Illes;5;2009;1.437,27  ;1437.27
Total;04 Balears, Illes;5;2008;1.412,52  ;1412.52
Total;04 Balears, Illes;5;2007;1.331,06  ;1331.06
Total;04 Balears, Illes;5;2006;1.262,67  ;1262.67
Total;04 Balears, Illes;6;2022;1.922,29  ;1922.29
Total;04 Balears, Illes;6;2021;1.879,51  ;1879.51
Total;04 Balears, Illes;6;2020;1.826,17  ;1826.17
Total;04 Balears, Illes;6;2019;1.796,44  ;1796.44
Total;04 Balears, Illes;6;2018;1.755,75  ;1755.75
Total;04 Balears, Illes;6;2017;1.696,80  ;1696.8
Total;04 Balears, Illes;6;2016;1.684,46  ;1684.46
Total;04 Balears, Illes;6;2015;1.692,81  ;1692.81
Total;04 Balears, Illes;6;2014;1.713,93  ;1713.93
Total;04 Balears, Illes;6;2013;1.698,43  ;1698.43
Total;04 Balears, Illes;6;2012;1.676,81  ;1676.81
Total;04 Balears, Illes;6;2011;1.685,17  ;1685.17
Total;04 Balears, Illes;6;2010;1.659,95  ;1659.95
Total;04 Balears, Illes;6;2009;1.618,95  ;1618.95
Total;04 Balears, Illes;6;2008;1.574,37  ;1574.37
Total;04 Balears, Illes;6;2007;1.490,04  ;1490.04
Total;04 Balears, Illes;6;2006;1.417,42  ;1417.42
Total;04 Balears, Illes;7;2022;2.194,86  ;2194.86
Total;04 Balears, Illes;7;2021;2.168,81  ;2168.81
Total;04 Balears, Illes;7;2020;2.091,92  ;2091.92
Total;04 Balears, Illes;7;2019;2.065,23  ;2065.23
Total;04 Balears, Illes;7;2018;1.999,78  ;1999.78
Total;04 Balears, Illes;7;2017;1.942,97  ;1942.97
Total;04 Balears, Illes;7;2016;1.948,03  ;1948.03
Total;04 Balears, Illes;7;2015;1.942,02  ;1942.02
Total;04 Balears, Illes;7;2014;1.980,74  ;1980.74
Total;04 Balears, Illes;7;2013;1.975,28  ;1975.28
Total;04 Balears, Illes;7;2012;1.946,04  ;1946.04
Total;04 Balears, Illes;7;2011;1.928,33  ;1928.33
Total;04 Balears, Illes;7;2010;1.921,91  ;1921.91
Total;04 Balears, Illes;7;2009;1.870,40  ;1870.4
Total;04 Balears, Illes;7;2008;1.797,58  ;1797.58
Total;04 Balears, Illes;7;2007;1.682,27  ;1682.27
Total;04 Balears, Illes;7;2006;1.627,78  ;1627.78
Total;04 Balears, Illes;8;2022;2.573,70  ;2573.7
Total;04 Balears, Illes;8;2021;2.565,67  ;2565.67
Total;04 Balears, Illes;8;2020;2.555,66  ;2555.66
Total;04 Balears, Illes;8;2019;2.469,36  ;2469.36
Total;04 Balears, Illes;8;2018;2.432,97  ;2432.97
Total;04 Balears, Illes;8;2017;2.363,36  ;2363.36
Total;04 Balears, Illes;8;2016;2.342,92  ;2342.92
Total;04 Balears, Illes;8;2015;2.370,62  ;2370.62
Total;04 Balears, Illes;8;2014;2.388,41  ;2388.41
Total;04 Balears, Illes;8;2013;2.367,98  ;2367.98
Total;04 Balears, Illes;8;2012;2.327,37  ;2327.37
Total;04 Balears, Illes;8;2011;2.302,58  ;2302.58
Total;04 Balears, Illes;8;2010;2.302,50  ;2302.5
Total;04 Balears, Illes;8;2009;2.216,55  ;2216.55
Total;04 Balears, Illes;8;2008;2.139,01  ;2139.01
Total;04 Balears, Illes;8;2007;2.028,75  ;2028.75
Total;04 Balears, Illes;8;2006;1.954,19  ;1954.19
Total;04 Balears, Illes;9;2022;3.208,06  ;3208.06
Total;04 Balears, Illes;9;2021;3.186,59  ;3186.59
Total;04 Balears, Illes;9;2020;3.190,03  ;3190.03
Total;04 Balears, Illes;9;2019;3.032,45  ;3032.45
Total;04 Balears, Illes;9;2018;3.013,05  ;3013.05
Total;04 Balears, Illes;9;2017;2.881,86  ;2881.86
Total;04 Balears, Illes;9;2016;2.943,14  ;2943.14
Total;04 Balears, Illes;9;2015;2.967,00  ;2967,00
Total;04 Balears, Illes;9;2014;2.957,81  ;2957.81
